# x_m,y_m,w_tr_right_m,w_tr_left_m
59.615796277442215,-761.9300084363811,4.0,4.0
59.46033250993793,-762.1595213290304,4.0,4.0
59.30487638336223,-762.3889733344176,4.0,4.0
58.99389154449782,-762.8481209347337,4.0,4.0
58.682788274830436,-763.3070249524196,4.0,4.0
58.52722517860086,-763.5365987492652,4.0,4.0
58.37168118381548,-763.7661116530476,4.0,4.0
58.060463302314254,-764.2251374510709,4.0,4.0
57.74919193503503,-764.6840414520743,4.0,4.0
57.437932027108864,-765.1428845507273,4.0,4.0
57.126488741280866,-765.6015449335706,4.0,4.0
56.816382561861175,-766.061118711898,4.0,4.0
56.508690817560215,-766.5222757285096,4.0,4.0
56.20188920516692,-766.9842243742726,4.0,4.0
55.89595098213762,-767.4467819621345,4.0,4.0
55.59047501529225,-767.9095831133524,4.0,4.0
55.285419284298136,-768.3726278767979,4.0,4.0
55.13292389233918,-768.6042111687811,4.0,4.0
54.98054693069861,-768.8358553664141,4.0,4.0
54.67549502453764,-769.299204688609,4.0,4.0
54.3702100787733,-769.7620668566221,4.0,4.0
54.2177223305754,-769.993467526264,4.0,4.0
54.065349193007776,-770.2248682183173,4.0,4.0
53.76011009676195,-770.6875478086041,4.0,4.0
53.45463031668197,-771.1500446681544,4.0,4.0
53.30187896485446,-771.3813844344697,4.0,4.0
53.14909322983263,-771.6128459857553,4.0,4.0
52.84339568819815,-772.0756472915944,4.0,4.0
52.537656122503144,-772.5384486014258,4.0,4.0
52.231928019299914,-773.0008845778444,4.0,4.0
51.926066204792264,-773.4632596666748,4.0,4.0
51.62013944444036,-773.9254520769387,4.0,4.0
51.46715887279183,-774.1566091830714,4.0,4.0
51.314117175981096,-774.3877053924747,4.0,4.0
51.00797647690842,-774.8498978116986,4.0,4.0
50.70185488002134,-775.3119684647235,4.0,4.0
50.395618673327576,-775.7740391270661,4.0,4.0
50.08926785561704,-776.2361097779557,4.0,4.0
49.782806247826045,-776.6982413232139,4.0,4.0
49.4762567721019,-777.1603119731138,4.0,4.0
49.16961942865542,-777.6225044205485,4.0,4.0
49.016287385940124,-777.8535397584347,4.0,4.0
48.86293624182362,-778.0846359950976,4.0,4.0
48.55622249260064,-778.5466457958878,4.0,4.0
48.249390313610704,-779.0084729275183,4.0,4.0
48.09595512219235,-779.2393255975137,4.0,4.0
47.94250846967565,-779.470178269522,4.0,4.0
47.63561134417682,-779.9318227283347,4.0,4.0
47.328584326947436,-780.3932236045987,4.0,4.0
47.175045985621324,-780.623954487382,4.0,4.0
47.0214961830138,-780.8546853653022,4.0,4.0
46.714289608185524,-781.3162689128958,4.0,4.0
46.40698752428915,-781.7777306621298,4.0,4.0
46.25332693103083,-782.0084006400523,4.0,4.0
46.09967779861563,-782.2391315130099,4.0,4.0
45.79228020550004,-782.7005932727395,4.0,4.0
45.484783282010355,-783.1619941150407,4.0,4.0
45.17719466979914,-783.6235167419063,4.0,4.0
44.869449423470115,-784.084734887758,4.0,4.0
44.56170799605364,-784.5458921328901,4.0,4.0
44.253928365813486,-785.0069885027815,4.0,4.0
43.945988280427024,-785.4679021694346,4.0,4.0
43.63800616988488,-785.92875492637,4.0,4.0
43.329848323666624,-786.3896685726949,4.0,4.0
43.020238757293825,-786.84954699963,4.0,4.0
42.70813070602019,-787.3075377015896,4.0,4.0
42.39496824739099,-787.7649194530042,4.0,4.0
42.08077048270845,-788.2216922533937,4.0,4.0
41.923343053218396,-788.4500482068374,4.0,4.0
41.7658086545448,-788.6781605789362,4.0,4.0
41.45052591894468,-789.1342635302722,4.0,4.0
41.13510183164851,-789.5901838120122,4.0,4.0
40.977300010297306,-789.8181135070602,4.0,4.0
40.819459985427514,-790.0459823019721,4.0,4.0
40.503726450339016,-790.5019025710722,4.0,4.0
40.1878171798877,-790.9577619465324,4.0,4.0
40.02981670065253,-791.1855698451253,4.0,4.0
39.871808580643076,-791.4133777444911,4.0,4.0
39.55577323921295,-791.8690544573051,4.0,4.0
39.239642390284885,-792.3246702990325,4.0,4.0
38.923454236619236,-792.7803470552258,4.0,4.0
38.60583346488862,-793.2346232364494,4.0,4.0
38.28238289421202,-793.6837842515129,4.0,4.0
37.95192586788179,-794.1280736710232,4.0,4.0
37.61788156507954,-794.570292633907,4.0,4.0
37.28063965794781,-795.0102584651463,4.0,4.0
36.941548717469146,-795.448945483789,4.0,4.0
36.43120844424308,-796.1058798823863,4.0,4.0
36.26086452685145,-796.3246753212331,4.0,4.0
35.91996275310784,-796.7620835019424,4.0,4.0
35.57894636852103,-797.1995525657576,4.0,4.0
35.40840761332929,-797.4183479900605,4.0,4.0
35.23783829525066,-797.6370216216461,4.0,4.0
34.89660032998136,-798.074490666229,4.0,4.0
34.555324160271866,-798.5119596981915,4.0,4.0
34.384651692112314,-798.7306942116879,4.0,4.0
34.213960122206025,-798.9494896196402,4.0,4.0
33.872531137705394,-799.3867150586954,4.0,4.0
33.5310486679445,-799.8235751285004,4.0,4.0
33.36027687026011,-800.0419442675102,4.0,4.0
33.18948979092207,-800.2603742982367,4.0,4.0
32.84784686621394,-800.6972343619555,4.0,4.0
32.50609315175011,-801.1342162165888,4.0,4.0
32.16428977242632,-801.5711980763581,4.0,4.0
31.82244819024732,-802.0080581700158,4.0,4.0
31.48055503364335,-802.444979177978,4.0,4.0
31.13856827930062,-802.8818393095404,4.0,4.0
30.796514669161887,-803.3188212448317,4.0,4.0
30.45442858639729,-803.7553160470061,4.0,4.0
30.11234059372045,-804.1915672985685,4.0,4.0
29.77015327282519,-804.6278185743707,4.0,4.0
29.427876174334934,-805.0640698674003,4.0,4.0
29.0855761533236,-805.5003211663159,4.0,4.0
28.743165343136827,-805.9365724965928,4.0,4.0
28.571982859713597,-806.1546372713087,4.0,4.0
28.40079464566689,-806.3727020469448,4.0,4.0
28.058357092004876,-806.8088924963697,4.0,4.0
27.715846950977003,-807.2450220443873,4.0,4.0
27.54457086821691,-807.4630868092538,4.0,4.0
27.373273773277592,-807.6811515707969,4.0,4.0
27.030616547154565,-808.1173419770425,4.0,4.0
26.687859991829196,-808.5534714855128,4.0,4.0
26.51646738746545,-808.7713535526825,4.0,4.0
26.345048040652532,-808.9891138255267,4.0,4.0
26.00214822102032,-809.4246343650073,4.0,4.0
25.6591815448361,-809.8602157938026,4.0,4.0
25.487664778457457,-810.0779760559096,4.0,4.0
25.316109808811046,-810.2957972141796,4.0,4.0
24.972967396139662,-810.7315004258706,4.0,4.0
24.629773408556474,-811.1671427479985,4.0,4.0
24.286535487010198,-811.6027850905084,4.0,4.0
23.943186776377065,-812.0384274615297,4.0,4.0
23.59972536618065,-812.4741916477983,4.0,4.0
23.256233393297023,-812.9098949678739,4.0,4.0
22.912745240884753,-813.3455374325308,4.0,4.0
22.56924562728944,-813.781119031207,4.0,4.0
22.22570589939362,-814.2165788370523,4.0,4.0
21.88218145052583,-814.6517950293062,4.0,4.0
21.71039152822627,-814.8692508768925,4.0,4.0
21.538586324260542,-815.0865240332774,4.0,4.0
21.19489186762835,-815.5214965747729,4.0,4.0
20.851061787088412,-815.9563472508087,4.0,4.0
20.679111408112693,-816.1737421230875,4.0,4.0
20.50714192716082,-816.3911369852054,4.0,4.0
20.163094085187897,-816.8259875890083,4.0,4.0
19.81895646427852,-817.2608990589954,4.0,4.0
19.474772998356794,-817.6958713972547,4.0,4.0
19.130516945719858,-818.1307828473219,4.0,4.0
18.786220779060276,-818.5658160873742,4.0,4.0
18.441852025660943,-819.0007275362723,4.0,4.0
18.09718528716571,-819.4354563062755,4.0,4.0
17.749110828884742,-819.8669576752725,4.0,4.0
17.396308732241163,-820.2943791056807,4.0,4.0
17.041388271600784,-820.7207653513885,4.0,4.0
16.684433494030557,-821.1452638980879,4.0,4.0
16.326277227650912,-821.5687881595142,4.0,4.0
15.967344482239174,-821.991886192113,4.0,4.0
15.787828922791306,-822.2031916305843,4.0,4.0
15.60826178872476,-822.4144970682598,4.0,4.0
15.248974707844503,-822.8369861735105,4.0,4.0
14.889536724322884,-823.2595362144839,4.0,4.0
14.709840653803127,-823.4706589885229,4.0,4.0
14.530108290114882,-823.681964442891,4.0,4.0
14.17051558176081,-824.1045144734758,4.0,4.0
13.810911411878362,-824.5269427433136,4.0,4.0
13.631107416390389,-824.7380655359597,4.0,4.0
13.451277633581324,-824.9492492228649,4.0,4.0
13.091529245290737,-825.3714339441158,4.0,4.0
12.731703495090674,-825.7937404826325,4.0,4.0
12.551750506378745,-826.0049242066027,4.0,4.0
12.371772685417351,-826.215986140143,4.0,4.0
12.011765469125706,-826.6380491652089,4.0,4.0
11.651752522059596,-827.0600513509876,4.0,4.0
11.2917042363929,-827.4820535718349,4.0,4.0
10.931694153145493,-827.9039949369378,4.0,4.0
10.571559908861477,-828.3259972279268,4.0,4.0
10.211335886256212,-828.7476950610182,4.0,4.0
9.849748965558906,-829.1680532174058,4.0,4.0
9.48283461691046,-829.5831135557185,4.0,4.0
9.107271077160505,-829.9896486310146,4.0,4.0
8.72132392370608,-830.3860751409754,4.0,4.0
8.323750599436082,-830.7706880191972,4.0,4.0
7.915839027368296,-831.1451314026261,4.0,4.0
7.501959168217841,-831.5140941452825,4.0,4.0
7.2932688180339404,-831.6969617765244,4.0,4.0
7.083782409618326,-831.8791595516857,4.0,4.0
6.6632036274429005,-832.2414237598016,4.0,4.0
6.241397090808171,-832.6027745395468,4.0,4.0
6.030239293633883,-832.7829627717902,4.0,4.0
5.818968319417188,-832.9632727945393,4.0,4.0
5.39616563396212,-833.3235274987828,4.0,4.0
4.973294181837691,-833.6836604351671,4.0,4.0
4.761831235578715,-833.8635442222227,4.0,4.0
4.550353485337016,-834.043367117126,4.0,4.0
4.127259975298042,-834.4030738386828,4.0,4.0
3.7043522266833726,-834.7626587498575,4.0,4.0
3.4929002620720198,-834.9424207505444,4.0,4.0
3.2814480584019883,-835.1221218582411,4.0,4.0
2.858492075850034,-835.4817067592842,4.0,4.0
2.4353290787614306,-835.8413525208609,4.0,4.0
2.2236889618590823,-836.0212362894973,4.0,4.0
2.012053858842073,-836.2012418417419,4.0,4.0
1.588801440223392,-836.5607049268835,4.0,4.0
1.1655074746457963,-836.9198635957296,4.0,4.0
0.742211597702898,-837.2789005014819,4.0,4.0
0.31889745359548627,-837.6379374184223,4.0,4.0
-0.10437195974153113,-837.9968525586335,4.0,4.0
-0.5276841588932903,-838.3556459284465,4.0,4.0
-0.9508569552015196,-838.7145001761378,4.0,4.0
-1.1624351162527695,-838.8938359444796,4.0,4.0
-1.3740207989341826,-839.0732935006613,4.0,4.0
-1.7983640462033357,-839.4302599714545,4.0,4.0
-2.2271838665580006,-839.7811978205282,4.0,4.0
-2.443936047251075,-839.9537742290578,4.0,4.0
-2.66162277240808,-840.1256198910564,4.0,4.0
-3.0989899499352695,-840.4669972436367,4.0,4.0
-3.538776342517771,-840.80569527682,4.0,4.0
-3.759252614619573,-840.9743135686412,4.0,4.0
-3.979981983037586,-841.1425056037122,4.0,4.0
-4.421986786983876,-841.4782198673809,4.0,4.0
-4.864294591010591,-841.8135079103743,4.0,4.0
-5.0855365997056,-841.9810301532252,4.0,4.0
-5.306841643941656,-842.148613295921,4.0,4.0
-5.749502830383035,-842.4835360354828,4.0,4.0
-6.192202699236969,-842.8185806029819,4.0,4.0
-6.635041056102995,-843.1535642970427,4.0,4.0
-7.07779823298776,-843.4884262114401,4.0,4.0
-7.52047088692548,-843.8231054501716,4.0,4.0
-7.963223291531255,-844.1572975257609,4.0,4.0
-8.406078845517209,-844.4914895406155,4.0,4.0
-8.849053785200573,-844.8257424027089,4.0,4.0
-9.292157661615011,-845.1599952363505,4.0,4.0
-9.735295921973101,-845.4941871436451,4.0,4.0
-9.956879856248792,-845.6613439845482,4.0,4.0
-10.178485757620289,-845.8284399283137,4.0,4.0
-10.621782563164393,-846.162692690909,4.0,4.0
-11.066145237398812,-846.4954839659908,4.0,4.0
-11.2896517462973,-846.6596569445187,4.0,4.0
-11.514580367319407,-846.821515917589,4.0,4.0
-11.969716328821288,-847.137682907282,4.0,4.0
-12.431435647441093,-847.4450201606531,4.0,4.0
-12.89691606651191,-847.7473031527672,4.0,4.0
-13.365309476126935,-848.0455061940288,4.0,4.0
-13.83530932863965,-848.3411516326457,4.0,4.0
-14.306122909123124,-848.635640054339,4.0,4.0
-14.777353860241277,-848.9295195225808,4.0,4.0
-15.248886616889775,-849.2230944906664,4.0,4.0
-15.720565501483655,-849.5164258601278,4.0,4.0
-16.193156487571997,-849.8080521851368,4.0,4.0
-16.66919817326282,-850.0926147128689,4.0,4.0
-17.150972241032704,-850.3668860107756,4.0,4.0
-17.639706921954883,-850.6284911985168,4.0,4.0
-18.136024926915514,-850.8750553590512,4.0,4.0
-18.64001412294795,-851.1053605933562,4.0,4.0
-19.151372706483446,-851.3175801079483,4.0,4.0
-19.409893358304704,-851.414890615024,4.0,4.0
-19.670876201832662,-851.505319970908,4.0,4.0
-20.197116818216436,-851.6676056498061,4.0,4.0
-20.729777472135194,-851.812170896588,4.0,4.0
-20.99757002447649,-851.8803735555973,4.0,4.0
-21.26612854998971,-851.9462622119427,4.0,4.0
-21.804771816908364,-852.0731070315292,4.0,4.0
-22.344448479725536,-852.1962372601266,4.0,4.0
-22.6145045696436,-852.2570716435282,4.0,4.0
-22.884652347393917,-852.3176624457781,4.0,4.0
-23.42512554864103,-852.4379306364988,4.0,4.0
-23.96564841504823,-852.557711665821,4.0,4.0
-24.2359413664877,-852.6175108454933,4.0,4.0
-24.506234318440306,-852.6773709253312,4.0,4.0
-25.04686415677498,-852.796847505156,4.0,4.0
-25.587413769870324,-852.9164458746536,4.0,4.0
-26.127955744308952,-853.0359224767335,4.0,4.0
-26.66851491170927,-853.1553381921624,4.0,4.0
-27.20898239312207,-853.2747539158236,4.0,4.0
-27.7496351619957,-853.3923428256901,4.0,4.0
-28.291195257094323,-853.5021372088198,4.0,4.0
-28.834455393269053,-853.6038934818557,4.0,4.0
-29.37873173483129,-853.7016307137686,4.0,4.0
-29.923829445496597,-853.7958360528886,4.0,4.0
-30.19653111411359,-853.8419339646769,4.0,4.0
-30.469301549189076,-853.887788308241,4.0,4.0
-31.01496467106938,-853.9785835950879,4.0,4.0
-31.560694650475682,-854.0688917331508,4.0,4.0
-31.833539584587946,-854.1138935806684,4.0,4.0
-32.10638833970748,-854.1589563307568,4.0,4.0
-32.65206292995168,-854.2486555873888,4.0,4.0
-33.19773370143813,-854.3382939503607,4.0,4.0
-33.47054616616984,-854.3831131356831,4.0,4.0
-33.743354810936424,-854.4279323241842,4.0,4.0
-34.288975922233185,-854.5175707030079,4.0,4.0
-34.83462377661954,-854.6071481718881,4.0,4.0
-35.10745152474123,-854.6519673493696,4.0,4.0
-35.380275452650686,-854.6967865268423,4.0,4.0
-35.92594623138419,-854.7864248726213,4.0,4.0
-36.47163993280757,-854.8760023047053,4.0,4.0
-37.01736419741579,-854.9655797200891,4.0,4.0
-37.56313430667179,-855.0550962254854,4.0,4.0
-38.10893497888944,-855.144551813499,4.0,4.0
-38.654785316200716,-855.2341900742246,4.0,4.0
-39.20068531832581,-855.3234629500412,4.0,4.0
-39.74656239911736,-855.4129184924665,4.0,4.0
-40.29242801993618,-855.5021304464731,4.0,4.0
-40.83834330524936,-855.5912205902237,4.0,4.0
-41.1113506120539,-855.6354916271343,4.0,4.0
-41.38446106740566,-855.6786056567189,4.0,4.0
-41.931193900535725,-855.7585006449998,4.0,4.0
-42.479298226470405,-855.8299312311267,4.0,4.0
-42.75367702672639,-855.8642763878195,4.0,4.0
-43.028227741383276,-855.8974645470857,4.0,4.0
-43.57780289079537,-855.9613441797744,4.0,4.0
-44.12769894807607,-856.02303160053,4.0,4.0
-44.40270810261795,-856.0533577137192,4.0,4.0
-44.67774017956055,-856.0836229360968,4.0,4.0
-45.22786163946489,-856.143483542008,4.0,4.0
-45.7779869217096,-856.2031005844552,4.0,4.0
-46.32815040949852,-856.2629003290875,4.0,4.0
-46.878306258726155,-856.3225174002729,4.0,4.0
-47.428435367661564,-856.3821344879113,4.0,4.0
-47.978507174104806,-856.4414471090065,4.0,4.0
-48.52854077889775,-856.5005770485673,4.0,4.0
-49.078528540231105,-856.5595851799773,4.0,4.0
-49.62846281747309,-856.6185932950978,4.0,4.0
-50.17840473539449,-856.6776013845465,4.0,4.0
-50.45339861566976,-856.7071358580408,4.0,4.0
-50.72839631608309,-856.7366094277552,4.0,4.0
-51.27844138076516,-856.7955565490254,4.0,4.0
-51.82854757046482,-856.8545645459881,4.0,4.0
-52.10359875524475,-856.884038089348,4.0,4.0
-52.378630838584,-856.9135725244157,4.0,4.0
-52.92865680270643,-856.9725804977996,4.0,4.0
-53.47869040863388,-857.0315884715529,4.0,4.0
-53.753768337005546,-857.0610620095904,4.0,4.0
-54.028884468775956,-857.0905964420427,4.0,4.0
-54.579189319128545,-857.1496044093872,4.0,4.0
-55.12943686821678,-857.2081861494302,4.0,4.0
-55.40453008197248,-857.2359546680693,4.0,4.0
-55.67961565608373,-857.2620181448017,4.0,4.0
-56.23001984544737,-857.305741628984,4.0,4.0
-56.78121865942572,-857.336981649774,4.0,4.0
-57.33327322277745,-857.3603053127799,4.0,4.0
-57.88580914550329,-857.3780266319638,4.0,4.0
-58.43863922906033,-857.3917897219889,4.0,4.0
-58.99161448305669,-857.4037868238163,4.0,4.0
-59.54470434547298,-857.414870476617,4.0,4.0
-60.097817126349696,-857.4249797458474,4.0,4.0
-60.65092990658795,-857.4352107806832,4.0,4.0
-61.20408088868936,-857.4455026806347,4.0,4.0
-61.48067165902637,-857.45049635903,4.0,4.0
-61.757235686347855,-857.4554900271617,4.0,4.0
-62.310436326615005,-857.4655991352216,4.0,4.0
-62.86373629254456,-857.4758299903624,4.0,4.0
-63.14041492586114,-857.4808235959945,4.0,4.0
-63.41706299631663,-857.4858171949013,4.0,4.0
-63.970233067157245,-857.49397754846,4.0,4.0
-64.52289121472543,-857.4946478184484,4.0,4.0
-64.7990541033422,-857.490750742409,4.0,4.0
-65.07513294455835,-857.4835653371151,4.0,4.0
-65.62680926680288,-857.4579289811484,4.0,4.0
-66.17739297790622,-857.4157901112167,4.0,4.0
-66.45206594208399,-857.3882049246024,4.0,4.0
-66.72613529681949,-857.3559308387888,4.0,4.0
-67.27296745924589,-857.2787165538348,4.0,4.0
-67.81911960542459,-857.1922462482348,4.0,4.0
-68.36439308050406,-857.09883394863,4.0,4.0
-68.90915463669255,-857.0017070990859,4.0,4.0
-69.45364113086187,-856.9024489323328,4.0,4.0
-69.99790604855191,-856.8022164647109,4.0,4.0
-70.54208692307739,-856.701557775486,4.0,4.0
-71.08619903226155,-856.6006555004986,4.0,4.0
-71.63021181350045,-856.4996314332873,4.0,4.0
-72.17417875218491,-856.3987900594946,4.0,4.0
-72.44616222081923,-856.3483084648849,4.0,4.0
-72.71812276670158,-856.2977659664144,4.0,4.0
-73.26204385701162,-856.1967418401528,4.0,4.0
-73.80595730567724,-856.0956568017475,4.0,4.0
-74.07785672428437,-856.0447489001948,4.0,4.0
-74.3494581578501,-855.992866674045,4.0,4.0
-74.89091896073558,-855.8824646752312,4.0,4.0
-75.42952216740198,-855.7607971218125,4.0,4.0
-75.69754778551237,-855.6948481779767,4.0,4.0
-75.96458012191015,-855.6252455440633,4.0,4.0
-76.49523707306659,-855.4737395117422,4.0,4.0
-77.02221123929218,-855.3085930175507,4.0,4.0
-77.28499538440315,-855.2230359238658,4.0,4.0
-77.54729817031951,-855.1357737781877,4.0,4.0
-78.07087225771494,-854.9573522235964,4.0,4.0
-78.59352183039323,-854.7759468344223,4.0,4.0
-78.85463268097209,-854.684543866811,4.0,4.0
-79.11565184546762,-854.5928973380044,4.0,4.0
-79.6375908498676,-854.4091780484328,4.0,4.0
-80.15943053045501,-854.2252152234844,4.0,4.0
-80.68116324886462,-854.0409479889311,4.0,4.0
-81.20283484933384,-853.8566199278891,4.0,4.0
-81.72446061132693,-853.6722919155709,4.0,4.0
-82.24597176801477,-853.4879030440397,4.0,4.0
-82.76735303805518,-853.3035751039761,4.0,4.0
-83.02799018974076,-853.2114415856136,4.0,4.0
-83.28851273195552,-853.1189426978553,4.0,4.0
-83.8077622671199,-852.9301694244696,4.0,4.0
-84.32287821977584,-852.7320792126645,4.0,4.0
-84.57864828816032,-852.6287410116154,4.0,4.0
-84.83301247949554,-852.521931792822,4.0,4.0
-85.33687377714007,-852.2977176075096,4.0,4.0
-85.8334077072899,-852.0580360908166,4.0,4.0
-86.0784503262822,-851.9319231585898,4.0,4.0
-86.32069647342485,-851.8008777275243,4.0,4.0
-86.79876298584739,-851.5266686704151,4.0,4.0
-87.27342177122435,-851.2393062686515,4.0,4.0
-87.74378652443804,-850.9448191827687,4.0,4.0
-88.21176739940063,-850.6458867546058,4.0,4.0
-88.67846464737974,-850.3448838876593,4.0,4.0
-88.91154202893243,-850.1937430579637,4.0,4.0
-89.1445124409579,-850.0423586403732,4.0,4.0
-89.61035393379983,-849.739407091773,4.0,4.0
-90.07608845533565,-849.435846571484,4.0,4.0
-90.54172364700699,-849.1322860339621,4.0,4.0
-91.00734355548654,-848.8286645816885,4.0,4.0
-91.47294054048521,-848.5249213254881,4.0,4.0
-91.93849932022314,-848.2211171543477,4.0,4.0
-92.40292728774264,-847.9157906211556,4.0,4.0
-92.8655062227227,-847.6079065024178,4.0,4.0
-93.32763435872464,-847.2990480485469,4.0,4.0
-93.78910540325356,-846.9893370909747,4.0,4.0
-94.01963080902738,-846.8341771454805,4.0,4.0
-94.25005688631538,-846.6788345127602,4.0,4.0
-94.71071802504365,-846.3680883527072,4.0,4.0
-95.17121871271911,-846.0574031021368,4.0,4.0
-95.40140793212186,-845.9020604849283,4.0,4.0
-95.63155130741137,-845.7466569680028,4.0,4.0
-96.09179985474458,-845.4358499321095,4.0,4.0
-96.55201784159811,-845.1251038101135,4.0,4.0
-96.78209245288252,-844.9697611993207,4.0,4.0
-97.47213291333257,-844.5034898101972,4.0,4.0
-97.93200707750717,-844.192378365027,4.0,4.0
-98.39175135283894,-843.8813887243551,4.0,4.0
-98.85146506574966,-843.5703990811692,4.0,4.0
-99.31110237146157,-843.2592267473406,4.0,4.0
-99.76960886407282,-842.9467756207323,4.0,4.0
-100.22320243296076,-842.6285394899946,4.0,4.0
-100.66950684102193,-842.300681969723,4.0,4.0
-101.10949244763506,-841.963933798381,4.0,4.0
-101.5460168480524,-841.6218268683749,4.0,4.0
-101.76308710977987,-841.4492510311368,4.0,4.0
-101.9795690428794,-841.2757617671275,4.0,4.0
-102.41141737715358,-840.9271390832466,4.0,4.0
-102.84237175682775,-840.577481176502,4.0,4.0
-103.05763882917756,-840.402286851217,4.0,4.0
-103.27283713585639,-840.2270925288607,4.0,4.0
-103.70310385838867,-839.8763385099796,4.0,4.0
-104.13326360921634,-839.5255844679873,4.0,4.0
-104.34829382019097,-839.3500247593271,4.0,4.0
-104.56331639042445,-839.1744650501739,4.0,4.0
-104.99339973307335,-838.823345623041,4.0,4.0
-105.42345250937015,-838.472104375551,4.0,4.0
-105.63847507717492,-838.296301067022,4.0,4.0
-105.85347472289233,-838.1205586526712,4.0,4.0
-106.2835351385075,-837.7690738164538,4.0,4.0
-106.71340453605373,-837.4176498563817,4.0,4.0
-106.9282819301886,-837.2418465359258,4.0,4.0
-107.14313640238976,-837.0661650022212,4.0,4.0
-107.57283770392615,-836.714801920248,4.0,4.0
-108.00249315374387,-836.3630125141724,4.0,4.0
-108.43214859850272,-836.0112839645378,4.0,4.0
-108.86185752255261,-835.6594944829978,4.0,4.0
-109.29145947346211,-835.3075831778436,4.0,4.0
-109.7210690636992,-834.9556718658255,4.0,4.0
-110.15065572979296,-834.6036996431558,4.0,4.0
-110.36537265646143,-834.4277744279268,4.0,4.0
-110.58007430208625,-834.2518492142767,4.0,4.0
-111.00940882805284,-833.9000596854119,4.0,4.0
-111.43869750774772,-833.5479656656225,4.0,4.0
-111.65326926070445,-833.3718577554253,4.0,4.0
-111.86785629453536,-833.1956889486646,4.0,4.0
-112.29695395511537,-832.8435340127531,4.0,4.0
-112.7260286920658,-832.4913181728307,4.0,4.0
-112.94056224032691,-832.3151493575231,4.0,4.0
-113.1551110697936,-832.1390414411169,4.0,4.0
-113.58413996325578,-831.7866429225518,4.0,4.0
-114.01306189060651,-831.4343053207195,4.0,4.0
-114.22745790993116,-831.2582583176662,4.0,4.0
-114.44184628931626,-831.0820895305371,4.0,4.0
-114.86927065704633,-830.7285340646324,4.0,4.0
-115.29473902137076,-830.3724818934529,4.0,4.0
-115.71970310200916,-830.0155162882188,4.0,4.0
-116.14387255723318,-829.6576372620367,4.0,4.0
-116.56754537236357,-829.2992101910506,4.0,4.0
-116.99092784367507,-828.940539542242,4.0,4.0
-117.41415750248652,-828.5817471083775,4.0,4.0
-117.83738715974671,-828.2227110850004,4.0,4.0
-118.25929498703202,-827.8622744747336,4.0,4.0
-118.6757474061246,-827.4964182325643,4.0,4.0
-119.08390210263579,-827.1222194067141,4.0,4.0
-119.48205521493838,-826.737424879465,4.0,4.0
-119.86840355289688,-826.3410603188161,4.0,4.0
-120.05673738168147,-826.1384022577381,4.0,4.0
-120.24170169185433,-825.9326385543297,4.0,4.0
-120.60410428952581,-825.5137428514545,4.0,4.0
-120.96056247329402,-825.0890621131371,4.0,4.0
-121.1369157890765,-824.8750166772935,4.0,4.0
-121.31242099403893,-824.6603013947838,4.0,4.0
-121.66176574443557,-824.229348439708,4.0,4.0
-122.00982686512563,-823.7971166717618,4.0,4.0
-122.18359000180511,-823.5807571988406,4.0,4.0
-122.35722324689408,-823.3644586135374,4.0,4.0
-122.70433692273292,-822.9313133826668,4.0,4.0
-123.05125958109184,-822.4979245620626,4.0,4.0
-123.22467888611756,-822.2812605978229,4.0,4.0
-123.39809055032919,-822.06441394742,4.0,4.0
-123.7448069094477,-821.6309642246456,4.0,4.0
-124.09152326716693,-821.1975144974176,4.0,4.0
-124.43816321714394,-820.7639429724888,4.0,4.0
-124.78471912060904,-820.3304932444496,4.0,4.0
-125.13125210084668,-819.8969826139357,4.0,4.0
-125.47770103264044,-819.4634719796609,4.0,4.0
-125.82408883861589,-819.0300222375231,4.0,4.0
-126.17038495706868,-818.5963898149557,4.0,4.0
-126.51665815365257,-818.1627573939227,4.0,4.0
-126.86284730361916,-817.729185876235,4.0,4.0
-127.03590749660509,-817.5123392290673,4.0,4.0
-127.20894476834209,-817.2955534782911,4.0,4.0
-127.55488942231683,-816.8619210976879,4.0,4.0
-127.90074238943882,-816.4284714090065,4.0,4.0
-128.07338234897713,-816.2114420887337,4.0,4.0
-128.24501374483665,-815.9938647117576,4.0,4.0
-128.58673312671402,-815.5576138345746,4.0,4.0
-128.92771900559654,-815.1205713117345,4.0,4.0
-129.09782991276523,-814.901593333935,4.0,4.0
-129.26772688157988,-814.6826762487706,4.0,4.0
-129.6073068805083,-814.2442940202956,4.0,4.0
-129.9463978772453,-813.805729096907,4.0,4.0
-130.11585168720552,-813.5864466303883,4.0,4.0
-130.2852596538708,-813.3670423794572,4.0,4.0
-130.624075589007,-812.9280512067206,4.0,4.0
-130.96276927116398,-812.4888773354186,4.0,4.0
-131.301386543558,-812.0496425492938,4.0,4.0
-131.63992741001124,-811.6105295593084,4.0,4.0
-131.97848355766024,-811.1713556768063,4.0,4.0
-132.3169785775329,-810.7321817822531,4.0,4.0
-132.65383850043773,-810.2917899796144,4.0,4.0
-132.82017492997971,-810.0701935001068,4.0,4.0
-132.98428029557292,-809.8473182286482,4.0,4.0
-133.304972645984,-809.3962698280006,4.0,4.0
-133.6136844843987,-808.9370005887592,4.0,4.0
-133.7628600548261,-808.704016741813,4.0,4.0
-133.90832227918395,-808.46877978421,4.0,4.0
-134.18769409832754,-807.9917292371381,4.0,4.0
-134.44941605927062,-807.5051181694823,4.0,4.0
